id,V,H,S,x,y
TH0001,0.338156758249332,0.0,0.0,107.00345584192065,16.727191422436558
TH0002,0.320241334151485,0.181818181818182,0.0,107.00821618143502,16.752609481790536
TH0003,0.287008750465028,0.272727272727273,0.0,107.00330437076184,16.739008809368322
TH0004,0.256283622072919,0.454545454545455,0.0,106.98696842768396,16.755921966914045
TH0005,0.262839598690364,0.545454545454545,0.0,107.00905355866674,16.736866865625714
TH0006,0.240966462513951,0.727272727272727,0.0,107.00446374572364,16.74504600432996
TH0007,0.25441048592615,0.818181818181818,0.0,106.9946304676464,16.752027337557603
TH0008,0.234924174592517,1.0,0.0,107.00581118104196,16.756135093864355
TH0009,0.353473917837944,0.0,0.6,107.00364572396187,16.750747940893365
TH0010,0.335347053984713,0.181818181818182,0.6,107.00294132496656,16.74207169061012
TH0011,0.335347053984713,0.272727272727273,0.6,107.00028422241316,16.744464677822847
TH0012,0.330029894425744,0.454545454545455,0.6,107.00546712986612,16.758845028912493
TH0013,0.335347053984713,0.545454545454545,0.6,106.99263545912999,16.749945003843134
TH0014,0.305135614288615,0.727272727272727,0.6,106.99837090052007,16.73316185603159
TH0015,0.256283622072919,0.818181818181818,0.6,106.9951788068732,16.7584366270827
TH0016,0.235649302954982,1.0,0.6,107.00598846212634,16.754162484797135
TH0017,0.315347053984713,0.0,0.2,107.00039722107482,16.75873415545252
TH0018,0.283987606504311,0.181818181818182,0.2,106.99707543249035,16.746633725336235
TH0019,0.303262478112203,0.272727272727273,0.2,106.99218091537644,16.758281565184266
TH0020,0.274924174592517,0.454545454545455,0.2,106.99742807759381,16.739389350799982
TH0021,0.260029894425744,0.545454545454545,0.2,107.00008142180518,16.755699998108653
TH0022,0.259818454729646,0.727272727272727,0.2,106.99724397094701,16.74509619690372
TH0023,0.283987606504311,0.818181818181818,0.2,107.01294063814399,16.756743517049202
TH0024,0.26586074265108,1.0,0.2,107.01006724315306,16.760056441164163
TH0025,0.323051038416105,0.0,0.8,106.97288837521035,16.742640098479914
TH0026,0.305135614288615,0.181818181818182,0.8,106.98110986754033,16.749487705205013
TH0027,0.314199046200409,0.272727272727273,0.8,106.99825227907945,16.75038954626456
TH0028,0.302114470327899,0.454545454545455,0.8,106.99577809588423,16.761896648178407
TH0029,0.323262478112203,0.545454545454545,0.8,107.00213642997498,16.7571055809137
TH0030,0.314199046200409,0.727272727272727,0.8,107.00217321931022,16.737807224559894
TH0031,0.323262478112203,0.818181818181818,0.8,107.0211783875505,16.754576082607084
TH0032,0.274199046200409,1.0,0.8,106.98887979237308,16.757450892093793
TH0033,0.347431629886867,0.0,0.4,106.99622394992873,16.771238058959277
TH0034,0.341691590906059,0.181818181818182,0.4,107.02042771607492,16.73320850903246
TH0035,0.296072182376821,0.272727272727273,0.4,107.00646702996202,16.74463647700066
TH0036,0.310398760650431,0.454545454545455,0.4,107.00663063372376,16.763333711880872
TH0037,0.296072182376821,0.545454545454545,0.4,106.99485993628312,16.736449297013934
TH0038,0.317431629886867,0.727272727272727,0.4,106.98351924829144,16.73800539416075
TH0039,0.329304766063279,0.818181818181818,0.4,107.00167464744223,16.755170821953804
TH0040,0.308156758249332,1.0,0.4,107.00109014087822,16.76018408660879
TH0041,0.338368197975073,0.0,1.0,106.98772647945755,16.743313195126245
TH0042,0.295014983837045,0.181818181818182,1.0,106.9931677333822,16.75540127172292
TH0043,0.271993839846685,0.272727272727273,1.0,106.99927956320273,16.7511695526943
TH0044,0.271903030602157,0.454545454545455,1.0,106.99055248376939,16.76518749034019
TH0045,0.292205279572426,0.545454545454545,1.0,106.99901730032148,16.74998481560291
TH0046,0.285347053984713,0.727272727272727,1.0,107.0009548302747,16.75990247311968
TH0047,0.302114470327899,0.909090909090909,1.0,107.00035586237055,16.740968821406856
TH0048,0.999998727624942,0.0,0.0,106.99493708341686,16.74815121150538
TH0049,0.999998727624942,0.0909090909090909,0.0,107.00593748071786,16.749032955462383
TH0050,0.999998727624942,0.272727272727273,0.0,107.00891166954283,16.76139107947485
TH0051,0.906343264516646,0.363636363636364,0.0,107.00320848304567,16.755796130395204
TH0052,0.658609458907856,0.545454545454545,0.0,106.99181769772609,16.742482468687065
TH0053,0.610271155358527,0.636363636363636,0.0,107.00731652283785,16.7568196776368
TH0054,0.453171668867674,0.818181818181818,0.0,106.99498559981532,16.757706312764277
TH0055,0.442446540505209,0.909090909090909,0.0,107.00879160618288,16.748883542776806
TH0056,0.999998727624942,0.0,0.6,106.98928212583122,16.74742337684968
TH0057,0.999998727624942,0.0909090909090909,0.6,107.00914467203128,16.748061967545773
TH0058,0.975829575850278,0.272727272727273,0.6,106.99979936545384,16.73305007594011
TH0059,0.815708945398709,0.363636363636364,0.6,106.98751251109665,16.751887430081247
TH0060,0.655588314917496,0.545454545454545,0.6,106.99686100528034,16.752345779292273
TH0061,0.628398019182114,0.636363636363636,0.6,107.00054102278771,16.74134471476241
TH0062,0.50453111637772,0.818181818181818,0.6,107.00272791339164,16.75742446249875
TH0063,0.474319676681622,0.909090909090909,0.6,106.99017811875059,16.736270330641762
TH0064,0.719032338329695,0.0,0.2,106.98892626952835,16.74448187178607
TH0065,0.622355731260681,0.0909090909090909,0.2,107.00199584532847,16.745247809310083
TH0066,0.531721412113101,0.272727272727273,0.2,106.99533250383121,16.76987509831989
TH0067,0.50453111637772,0.363636363636364,0.2,107.0023550561173,16.73400815936742
TH0068,0.438065949004804,0.545454545454545,0.2,107.00759519522478,16.755626302552063
TH0069,0.398791077396912,0.636363636363636,0.2,106.98351212633649,16.75942123277589
TH0070,0.362537349749738,0.818181818181818,0.2,107.00254388116518,16.753777255640397
TH0071,0.999998727624942,0.0,0.8,107.01224646967536,16.761818079443533
TH0072,0.912385552467722,0.181818181818182,0.8,106.9970247315563,16.739972623128736
TH0073,0.957702712026691,0.272727272727273,0.8,106.99189185416762,16.727197413976878
TH0074,0.758307209937586,0.454545454545455,0.8,107.00752243827179,16.757668178889702
TH0075,0.734138058162922,0.545454545454545,0.8,107.00253446516209,16.73804171835329
TH0076,0.495256244740185,0.727272727272727,0.8,107.00895883070777,16.74673600123454
TH0077,0.468277388730545,0.818181818181818,0.8,106.99654784289949,16.738211540025752
TH0078,0.467340820642339,1.0,0.8,106.98518181726278,16.760523418569495
TH0079,0.999998727624942,0.0,0.4,106.99889989235288,16.758651502348673
TH0080,0.999998727624942,0.181818181818182,0.4,106.9955417184699,16.74279936338093
TH0081,0.999998727624942,0.272727272727273,0.4,107.00775323822047,16.759034918446098
TH0082,0.999998727624942,0.454545454545455,0.4,107.00193632848377,16.751212772593195
TH0083,0.999998727624942,0.545454545454545,0.4,106.98369150767564,16.748606111694404
TH0084,0.8549838170066,0.727272727272727,0.4,106.98804836919896,16.750574166620424
TH0085,0.628398019182114,0.818181818181818,0.4,107.00883789036587,16.7479725064015
TH0086,0.549848275936688,1.0,0.4,107.00679765017418,16.75615005263811
TH0087,0.999998727624942,0.0,1.0,106.99359756634091,16.75310347570443
TH0088,0.891237544683418,0.181818181818182,1.0,106.99998951203433,16.74650532853566
TH0089,0.999998727624942,0.272727272727273,1.0,107.00445573553776,16.760062557458156
TH0090,0.809666657447632,0.454545454545455,1.0,107.00468404335847,16.74388524385236
TH0091,0.716011194339335,0.545454545454545,1.0,107.00876242196114,16.752869336430674
TH0092,0.507552260338436,0.727272727272727,1.0,107.00256485627222,16.754221553712522
TH0093,0.549848275936688,0.818181818181818,1.0,106.99905171661031,16.764788070598364
TH0094,0.444108236955881,1.0,1.0,106.99741151935213,16.74494558636651
TH0095,0.389304766063279,0.0,0.0,107.01055742800533,16.767430824463105
TH0096,0.365347053984713,0.181818181818182,0.0,106.97749145724922,16.751761649516226
TH0097,0.368579637671171,0.272727272727273,0.0,106.99861344674909,16.748060230893476
TH0098,0.338156758249332,0.454545454545455,0.0,107.00033000103984,16.743275272490614
TH0099,0.317220190161126,0.545454545454545,0.0,106.9857465103913,16.755862934190546
TH0100,0.319093326337538,0.727272727272727,0.0,107.00332813613139,16.750489352444422
TH0101,0.335347053984713,0.818181818181818,0.0,106.99348718987557,16.73896390734072
TH0102,0.303262478112203,1.0,0.0,107.00862444796316,16.738721128237415
TH0103,0.613292299348887,0.181818181818182,0.6,106.99874407915965,16.744444807921994
TH0104,0.425981373132293,0.363636363636364,0.6,107.0066915324079,16.74323993996129
TH0105,0.384621925622248,0.454545454545455,0.6,107.01218843605172,16.760903023917272
TH0106,0.35649506179866,0.636363636363636,0.6,107.00382929582713,16.763755382979703
TH0107,0.350685357534042,0.727272727272727,0.6,106.99124278856577,16.758685596238674
TH0108,0.338368197975073,0.909090909090909,0.6,106.98485681368295,16.753578688900312
TH0109,0.34441048592615,1.0,0.6,107.01753384117517,16.745717617921553
TH0110,0.444108236955881,0.0909090909090909,0.2,106.99888707806812,16.750544832109203
TH0111,0.389727645485118,0.181818181818182,0.2,106.99311435052365,16.758847070060284
TH0112,0.35649506179866,0.363636363636364,0.2,107.00144257088061,16.771309722337232
TH0113,0.353473917837944,0.454545454545455,0.2,106.99808588669518,16.759128992053018
TH0114,0.35649506179866,0.636363636363636,0.2,107.00852142264213,16.747195878557054
TH0115,0.314199046200409,0.727272727272727,0.2,107.00033928182437,16.750380250757708
TH0116,0.25377616677857,0.909090909090909,0.2,107.00013749583619,16.74517455098848
TH0117,0.574017427711353,0.0,0.8,106.99285420278967,16.742176014240506
TH0118,0.477340820642339,0.181818181818182,0.8,107.00469568098748,16.74815757997782
TH0119,0.483383108593416,0.272727272727273,0.8,106.98966133277645,16.75195614692205
TH0120,0.407854509308706,0.454545454545455,0.8,107.00665889439765,16.768359015866775
TH0121,0.386706501494758,0.545454545454545,0.8,107.0152393751299,16.750520324699533
TH0122,0.389727645485118,0.727272727272727,0.8,106.984753139619,16.763573580749636
TH0123,0.365558493710454,0.818181818181818,0.8,106.97533770768649,16.767674890811247
TH0124,0.326283622072919,1.0,0.8,107.00616878755154,16.7507880787026
TH0125,0.66465174682929,0.181818181818182,0.4,107.02547897815484,16.766077988876162
TH0126,0.510573404328796,0.363636363636364,0.4,106.98999075151129,16.757149354045687
TH0127,0.483383108593416,0.454545454545455,0.4,106.98749304241198,16.745824647050405
TH0128,0.395769933406552,0.636363636363636,0.4,107.0058896893378,16.75265180024849
TH0129,0.362537349749738,0.727272727272727,0.4,106.99159278409941,16.75022877818045
TH0130,0.352748789445835,0.909090909090909,0.4,106.99493974516064,16.74767660970055
TH0131,0.352960229171577,1.0,0.4,106.99651882533317,16.74801218767005
TH0132,0.561932851838842,0.181818181818182,1.0,107.00532002086292,16.75144209303473
TH0133,0.586102003583863,0.272727272727273,1.0,106.99594697638607,16.75434181140482
TH0134,0.489425396514849,0.454545454545455,1.0,107.0027788284008,16.741151181248412
TH0135,0.425981373132293,0.545454545454545,1.0,106.99823466741107,16.74990612338004
TH0136,0.350452773847583,0.727272727272727,1.0,106.99155328896349,16.73477644978055
TH0137,0.335347053984713,0.818181818181818,1.0,106.99680173742257,16.7526079549928
TH0138,0.30649506179866,1.0,1.0,106.99049600334833,16.756235994757812
TH0139,0.513594548289513,0.0909090909090909,0.0,107.0000651498587,16.751639548383597
TH0140,0.407854509308706,0.272727272727273,0.0,106.98876133772434,16.752858531519188
TH0141,0.389727645485118,0.363636363636364,0.0,106.98907105630705,16.755899431035598
TH0142,0.338368197975073,0.545454545454545,0.0,107.01456961815305,16.74334899155783
TH0143,0.353473917837944,0.636363636363636,0.0,106.99946815779694,16.747609511406754
TH0144,0.368579637671171,0.818181818181818,0.0,106.99946097974528,16.755109220438158
TH0145,0.362537349749738,0.909090909090909,0.0,107.00511536419917,16.76001885734729
TH0146,0.501509972417003,0.0,0.6,106.99579142997452,16.753949214013453
TH0147,0.441087092995164,0.0909090909090909,0.6,106.99771464632522,16.77552859422355
TH0148,0.404833365318346,0.363636363636364,0.6,107.00425148735332,16.74908639427815
TH0149,0.377643069582965,0.454545454545455,0.6,107.00282415842244,16.759996604293548
TH0150,0.347431629886867,0.636363636363636,0.6,106.98840703273068,16.7626672767825
TH0151,0.330664213573324,0.727272727272727,0.6,107.0083334259667,16.748662301536584
TH0152,0.329304766063279,0.909090909090909,0.6,106.9940956505671,16.741794871177973
TH0153,0.309516205759377,1.0,0.6,106.98943921049685,16.738173970724727
TH0154,0.531721412113101,0.181818181818182,0.2,106.99099524930001,16.751622769998292
TH0155,0.50453111637772,0.272727272727273,0.2,106.99609454655645,16.761102919545387
TH0156,0.438065949004804,0.454545454545455,0.2,107.01627300254623,16.752716683988552
TH0157,0.398791077396912,0.545454545454545,0.2,106.9882446409508,16.751728560753698
TH0158,0.362537349749738,0.727272727272727,0.2,107.00160075892535,16.74620786116987
TH0159,0.314199046200409,0.818181818181818,0.2,106.97862175641909,16.755610297327937
TH0160,0.329304766063279,1.0,0.2,106.99998433066855,16.728641689485563
TH0161,0.28125225,0.0,0.8,107.00899566417476,16.752323732513748
TH0162,0.273866976023098,0.181818181818182,0.8,106.99763336677938,16.75028126309553
TH0163,0.256465240591618,0.272727272727273,0.8,106.99370645076117,16.736296597534384
TH0164,0.227522439131395,0.454545454545455,0.8,107.00231511064058,16.771755979241437
TH0165,0.235649302954982,0.545454545454545,0.8,107.00700151751151,16.736125867684454
TH0166,0.207945318553234,0.727272727272727,0.8,107.00663657571017,16.739224795031525
TH0167,0.197733878827493,0.818181818181818,0.8,107.0197247385393,16.737991368924472
TH0168,0.242205279572426,0.0909090909090909,0.4,107.00209167472336,16.761103678017587
TH0169,0.240332143396014,0.181818181818182,0.4,106.99407589900247,16.741119151388407
TH0170,0.262839598690364,0.454545454545455,0.4,106.99874020810013,16.75668656412964
TH0171,0.25586074265108,0.545454545454545,0.4,106.9992750145438,16.755875101525213
TH0172,0.233987606504311,0.727272727272727,0.4,107.00108737383478,16.75259670411048
TH0173,0.213096646251395,0.818181818181818,0.4,106.9996997218677,16.73692421093343
TH0174,0.234924174592517,1.0,0.4,107.00173965938896,16.74387893622012
TH0175,0.59214429153494,0.0,1.0,106.98329149939384,16.76673114970034
TH0176,0.416917941220499,0.181818181818182,1.0,107.0082962895604,16.737092456006174
TH0177,0.422960229171577,0.272727272727273,1.0,106.99425260731078,16.741683450396316
TH0178,0.407854509308706,0.454545454545455,1.0,106.98826841303553,16.748377534772196
TH0179,0.332325910023996,0.545454545454545,1.0,107.00637751159641,16.758089900720375
TH0180,0.329304766063279,0.727272727272727,1.0,107.01317326007386,16.75251639190605
TH0181,0.365558493710454,0.818181818181818,1.0,107.00493028149499,16.757420441592952
TH0182,0.329304766063279,1.0,1.0,107.00161159313845,16.73932705767028
TH0183,0.583080859623146,0.0,0.0,106.99067779694629,16.75944776593916
TH0184,0.311177902239692,0.181818181818182,0.0,107.02871567337813,16.755690288165788
TH0185,0.277945318553234,0.272727272727273,0.0,107.00880258620661,16.734054354448762
TH0186,0.335347053984713,0.454545454545455,0.0,106.98860705329658,16.765399162079074
TH0187,0.229607015003905,0.545454545454545,0.0,106.9922036208376,16.772923978601753
TH0188,0.290029894425744,0.727272727272727,0.0,107.00086979248572,16.742314226428533
TH0189,0.302114470327899,0.818181818181818,0.0,106.98445268868004,16.750556528166168
TH0190,0.314199046200409,1.0,0.0,107.0016863040701,16.763974225831074
TH0191,0.558911707848482,0.0,0.6,106.99540928444287,16.73518759770573
TH0192,0.501509972417003,0.181818181818182,0.6,107.01226270600316,16.730101396809303
TH0193,0.534742556073818,0.272727272727273,0.6,107.00962154663628,16.737030558778002
TH0194,0.489425396514849,0.454545454545455,0.6,106.97288714562565,16.744329332136438
TH0195,0.443805988015255,0.545454545454545,0.6,107.00041702586027,16.74421557788015
TH0196,0.389727645485118,0.727272727272727,0.6,106.98382532500476,16.756073471738425
TH0197,0.395044805044087,0.818181818181818,0.6,107.01109637999248,16.752685363719632
TH0198,0.365558493710454,1.0,0.6,107.00168105869128,16.73753922735331
TH0199,0.422960229171577,0.181818181818182,0.2,107.00548405452187,16.75567379970089
TH0200,0.347431629886867,0.545454545454545,0.2,106.98934875271196,16.768740813416812
TH0201,0.332325910023996,0.636363636363636,0.2,107.01828430237995,16.761970542790703
TH0202,0.296072182376821,0.909090909090909,0.2,107.0202007336715,16.759911074476836
TH0203,0.332325910023996,1.0,0.2,106.98935228957374,16.750201779285213
TH0204,0.419184135582067,0.0909090909090909,0.8,107.00372815121867,16.759836313946444
TH0205,0.422839598690364,0.181818181818182,0.8,106.9932669757161,16.740338671800306
TH0206,0.378368197975073,0.363636363636364,0.8,106.9997643006314,16.75751014637003
TH0207,0.371600781661531,0.454545454545455,0.8,106.98734363020776,16.74912751580519
TH0208,0.348791077396912,0.636363636363636,0.8,107.0186714551458,16.761309056978796
TH0209,0.353685357534042,0.727272727272727,0.8,106.99030820488917,16.754660105512578
TH0210,0.323262478112203,0.909090909090909,0.8,106.99703916185003,16.739101202142876
TH0211,0.295347053984713,1.0,0.8,107.00501482931111,16.751279929534736
TH0212,0.471298532691261,0.181818181818182,0.4,106.99352439321584,16.762182214698118
TH0213,0.444108236955881,0.272727272727273,0.4,106.99760687570267,16.73870766114933
TH0214,0.383685357534042,0.454545454545455,0.4,106.99436360153572,16.744408601218154
TH0215,0.350875653269422,0.545454545454545,0.4,106.99866539245164,16.742313269916124
TH0216,0.34138934193579,0.727272727272727,0.4,106.988294573649,16.73504354059554
TH0217,0.34138934193579,0.818181818181818,0.4,106.99562011924398,16.759612682752696
TH0218,0.296072182376821,1.0,0.4,106.99793107075288,16.76310997302986
TH0219,0.495467684465926,0.0909090909090909,1.0,106.99666273996196,16.75800043207057
TH0220,0.410875653269422,0.272727272727273,1.0,107.00056689954894,16.752425703154373
TH0221,0.371600781661531,0.363636363636364,1.0,106.99706897780644,16.749479686156857
TH0222,0.323262478112203,0.545454545454545,1.0,107.0075321140844,16.752393803005248
TH0223,0.302114470327899,0.636363636363636,1.0,106.99676804074214,16.742684440829088
TH0224,0.350452773847583,0.818181818181818,1.0,106.99863350403704,16.75893845600452
TH0225,0.308156758249332,0.909090909090909,1.0,106.99335218664004,16.760454923240385
TH0226,0.320241334151485,0.0909090909090909,0.0,106.99473485159885,16.75932543534004
TH0227,0.26888188664144,0.363636363636364,0.0,106.9873550720918,16.74469051782281
TH0228,0.250241334151485,0.636363636363636,0.0,107.00518784920878,16.75078404341947
TH0229,0.25377616677857,0.909090909090909,0.0,106.98857481982347,16.748342191810206
TH0230,0.36586074265108,0.0909090909090909,0.6,106.99254143601812,16.767885747879674
TH0231,0.326072182376821,0.363636363636364,0.6,107.00359244652012,16.751796962019224
TH0232,0.29377616677857,0.636363636363636,0.6,107.00402573365945,16.731179291060695
TH0233,0.244712734866776,0.909090909090909,0.6,106.99599885248995,16.75398505650831
TH0234,0.296585871043189,0.0909090909090909,0.2,106.97980734189511,16.76882266249071
TH0235,0.274712734866776,0.363636363636364,0.2,107.00420513287295,16.756851757162227
TH0236,0.280966462513951,0.636363636363636,0.2,107.00259563458891,16.758794797100464
TH0237,0.229607015003905,0.909090909090909,0.2,106.98587618784528,16.75036061266849
TH0238,0.317008750465028,0.0909090909090909,0.8,107.00770322082795,16.73028610513815
TH0239,0.314199046200409,0.363636363636364,0.8,106.99298900199567,16.731897422459472
TH0240,0.305135614288615,0.636363636363636,0.8,106.98873811883847,16.73754052225264
TH0241,0.296072182376821,0.909090909090909,0.8,107.00095730710964,16.748731679629604
TH0242,0.338368197975073,0.0909090909090909,0.4,106.99821529568601,16.753099984964912
TH0243,0.302114470327899,0.363636363636364,0.4,107.00202624000991,16.756894141521396
TH0244,0.332325910023996,0.636363636363636,0.4,106.98394251941676,16.74659541957235
TH0245,0.302114470327899,0.909090909090909,0.4,107.01812230116272,16.75956929258411
TH0246,0.290029894425744,0.0909090909090909,1.0,106.99397341385456,16.747202512416205
TH0247,0.259093326337538,0.363636363636364,1.0,106.98460340691504,16.74295510484653
TH0248,0.288368197975073,0.636363636363636,1.0,107.00618842188567,16.75851641715445
TH0249,0.287008750465028,1.0,1.0,106.99645195869898,16.74085555016896
TH0250,0.999998727624942,0.181818181818182,0.0,107.00324858485773,16.722709150691788
TH0251,0.788518649663327,0.454545454545455,0.0,106.99660391569375,16.73940043241052
TH0252,0.586102003583863,0.727272727272727,0.0,106.9994025963952,16.75094159545503
TH0253,0.439213956818751,1.0,0.0,107.00245772843739,16.719198222409503
TH0254,0.999998727624942,0.181818181818182,0.6,106.99253347116017,16.746428619538214
TH0255,0.725074626251129,0.454545454545455,0.6,107.0067873959586,16.746679096412368
